Tiaf2,Tiaf2,2.32E-02,9.55E-02,4.81E-01,-2.08E+00,1.78E+01,3.69E+01,
Cd80,Cd80,2.32E-02,9.55E-02,2.21E+00,2.21E+00,3.32E+01,1.50E+01,
Pgap1,Pgap1,2.32E-02,9.57E-02,5.54E-01,-1.81E+00,3.54E+01,6.40E+01,
A330023F24Rik,A330023F24Rik,2.33E-02,9.57E-02,6.36E-01,-1.57E+00,1.81E+02,2.85E+02,
Atpaf1,Atpaf1,2.33E-02,9.57E-02,7.74E-01,-1.29E+00,1.25E+03,1.62E+03,
Atm,Atm,2.33E-02,9.57E-02,7.18E-01,-1.39E+00,7.84E+01,1.09E+02,
Ifi44,Ifi44,2.33E-02,9.57E-02,1.59E+00,1.59E+00,1.10E+02,6.90E+01,
Dzip1l,Dzip1l,2.33E-02,9.57E-02,1.67E+00,1.67E+00,6.86E+01,4.10E+01,
Cluh,Cluh,2.33E-02,9.57E-02,8.22E-01,-1.22E+00,3.32E+03,4.04E+03,
Tlr13,Tlr13,2.33E-02,9.58E-02,1.73E+00,1.73E+00,4.70E+01,2.72E+01,
Rnf144b,Rnf144b,2.34E-02,9.60E-02,1.44E+00,1.44E+00,4.08E+02,2.84E+02,
Mal,Mal,2.34E-02,9.60E-02,7.37E-01,-1.36E+00,3.01E+02,4.09E+02,
Mrps35,Mrps35,2.34E-02,9.61E-02,7.58E-01,-1.32E+00,1.80E+03,2.38E+03,
Rfk,Rfk,2.34E-02,9.61E-02,7.99E-01,-1.25E+00,6.35E+02,7.95E+02,
Sgcd,Sgcd,2.34E-02,9.61E-02,7.40E-01,-1.35E+00,1.44E+02,1.95E+02,
Apex2,Apex2,2.35E-02,9.63E-02,6.55E-01,-1.53E+00,2.11E+02,3.22E+02,
Plpp7,Plpp7,2.35E-02,9.63E-02,7.60E-01,-1.32E+00,7.20E+02,9.48E+02,
Panx1,Panx1,2.35E-02,9.64E-02,2.87E+00,2.87E+00,3.51E+01,1.22E+01,
1700037H04Rik,1700037H04Rik,2.36E-02,9.64E-02,1.22E+00,1.22E+00,6.52E+02,5.34E+02,
Zfp385b,Zfp385b,2.36E-02,9.64E-02,7.04E-01,-1.42E+00,1.94E+02,2.75E+02,
Spsb1,Spsb1,2.36E-02,9.64E-02,1.32E+00,1.32E+00,1.06E+03,8.00E+02,
Uhrf1bp1,Uhrf1bp1,2.36E-02,9.65E-02,7.62E-01,-1.31E+00,1.35E+02,1.77E+02,
Cldn5,Cldn5,2.36E-02,9.65E-02,1.99E+00,1.99E+00,1.33E+03,6.70E+02,
Zer1,Zer1,2.36E-02,9.65E-02,7.48E-01,-1.34E+00,1.95E+02,2.60E+02,
Etfa,Etfa,2.36E-02,9.65E-02,8.01E-01,-1.25E+00,2.53E+04,3.16E+04,
Hipk3,Hipk3,2.36E-02,9.65E-02,8.29E-01,-1.21E+00,1.50E+03,1.81E+03,
Pim1,Pim1,2.36E-02,9.65E-02,7.84E-01,-1.27E+00,7.16E+02,9.13E+02,
Jchain,Jchain,2.36E-02,9.65E-02,3.44E-01,-2.91E+00,9.32E+00,2.71E+01,
Mpnd,Mpnd,2.37E-02,9.67E-02,5.59E-01,-1.79E+00,1.83E+02,3.28E+02,
Mepce,Mepce,2.37E-02,9.67E-02,7.02E-01,-1.42E+00,1.87E+02,2.66E+02,
Vps8,Vps8,2.37E-02,9.68E-02,8.09E-01,-1.24E+00,4.25E+02,5.26E+02,
Dnaaf2,Dnaaf2,2.37E-02,9.68E-02,6.44E-01,-1.55E+00,5.46E+01,8.47E+01,
Oas1a,Oas1a,2.38E-02,9.69E-02,1.61E+00,1.61E+00,1.80E+02,1.12E+02,
Zfp52,Zfp52,2.38E-02,9.69E-02,1.30E+00,1.30E+00,2.32E+02,1.78E+02,
Kpna4,Kpna4,2.38E-02,9.72E-02,7.87E-01,-1.27E+00,4.98E+02,6.33E+02,
C330018D20Rik,C330018D20Rik,2.39E-02,9.72E-02,7.24E-01,-1.38E+00,3.87E+02,5.35E+02,
Rp1,Rp1,2.39E-02,9.73E-02,1.90E+00,1.90E+00,1.76E+02,9.28E+01,
8430429K09Rik,8430429K09Rik,2.39E-02,9.75E-02,1.39E+00,1.39E+00,9.49E+01,6.84E+01,
Ret,Ret,2.40E-02,9.75E-02,5.04E-01,-1.98E+00,3.24E+01,6.43E+01,
Rtf1,Rtf1,2.40E-02,9.75E-02,7.85E-01,-1.27E+00,4.32E+02,5.50E+02,
Gm48958,Gm48958,2.40E-02,9.78E-02,5.06E-01,-1.98E+00,2.80E+01,5.55E+01,
Sema4a,Sema4a,2.41E-02,9.78E-02,6.05E-01,-1.65E+00,5.49E+01,9.06E+01,
Tubd1,Tubd1,2.41E-02,9.78E-02,7.62E-01,-1.31E+00,1.53E+02,2.00E+02,
Gm12070,Gm12070,2.42E-02,9.82E-02,1.75E+00,1.75E+00,4.02E+02,2.30E+02,
Crebrf,Crebrf,2.42E-02,9.82E-02,7.74E-01,-1.29E+00,4.17E+02,5.39E+02,
Dync2li1,Dync2li1,2.42E-02,9.83E-02,1.42E+00,1.42E+00,1.09E+02,7.69E+01,
Serpina3c,Serpina3c,2.43E-02,9.86E-02,2.17E+00,2.17E+00,6.54E+01,3.02E+01,
Pdlim5,Pdlim5,2.43E-02,9.86E-02,1.28E+00,1.28E+00,1.51E+04,1.18E+04,
Drg2,Drg2,2.43E-02,9.87E-02,1.22E+00,1.22E+00,1.32E+03,1.08E+03,
Clec4n,Clec4n,2.43E-02,9.87E-02,2.24E+00,2.24E+00,7.66E+01,3.42E+01,
Lpin2,Lpin2,2.44E-02,9.89E-02,1.39E+00,1.39E+00,2.22E+02,1.59E+02,
Wwp1,Wwp1,2.44E-02,9.89E-02,8.02E-01,-1.25E+00,5.02E+02,6.26E+02,
Uxs1,Uxs1,2.44E-02,9.91E-02,1.30E+00,1.30E+00,2.56E+02,1.97E+02,
Pxmp2,Pxmp2,2.45E-02,9.94E-02,7.37E-01,-1.36E+00,3.55E+03,4.81E+03,
Micu1,Micu1,2.46E-02,9.95E-02,1.22E+00,1.22E+00,7.98E+02,6.56E+02,
Zfp827,Zfp827,2.46E-02,9.95E-02,7.28E-01,-1.37E+00,1.34E+02,1.84E+02,
Rnh1,Rnh1,2.46E-02,9.95E-02,1.20E+00,1.20E+00,2.98E+03,2.49E+03,
Nat14,Nat14,2.46E-02,9.95E-02,1.51E+00,1.51E+00,8.09E+01,5.37E+01,
Arap1,Arap1,2.46E-02,9.95E-02,1.28E+00,1.28E+00,7.42E+02,5.82E+02,
Gak,Gak,2.46E-02,9.95E-02,1.21E+00,1.21E+00,5.56E+02,4.58E+02,
Arpc5l,Arpc5l,2.46E-02,9.95E-02,7.66E-01,-1.31E+00,1.79E+03,2.34E+03,
Sqle,Sqle,2.46E-02,9.95E-02,1.98E+00,1.98E+00,4.81E+01,2.43E+01,
Sart3,Sart3,2.46E-02,9.95E-02,7.40E-01,-1.35E+00,1.55E+02,2.09E+02,
Col4a3bp,Col4a3bp,2.46E-02,9.95E-02,6.71E-01,-1.49E+00,9.18E+01,1.37E+02,
Gm6375,Gm6375,2.47E-02,9.96E-02,1.98E+00,1.98E+00,2.95E+01,1.49E+01,
Dnajb9,Dnajb9,2.47E-02,9.96E-02,8.07E-01,-1.24E+00,6.16E+02,7.63E+02,
B230307C23Rik,B230307C23Rik,2.47E-02,9.96E-02,1.59E+00,1.59E+00,5.83E+01,3.66E+01,
Mfsd4b3-ps,Mfsd4b3-ps,2.47E-02,9.96E-02,6.56E-01,-1.52E+00,1.24E+02,1.89E+02,
Pnpla2,Pnpla2,2.47E-02,9.96E-02,7.76E-01,-1.29E+00,1.56E+04,2.00E+04,
Rab11fip3,Rab11fip3,2.47E-02,9.97E-02,7.43E-01,-1.35E+00,1.99E+02,2.68E+02,
Esyt1,Esyt1,2.48E-02,1.00E-01,1.26E+00,1.26E+00,6.06E+02,4.82E+02,
Dclk1,Dclk1,2.48E-02,1.00E-01,1.73E+00,1.73E+00,1.46E+02,8.41E+01,
Gp6,Gp6,2.48E-02,1.00E-01,2.25E-01,-4.45E+00,7.38E+00,3.29E+01,
Trdmt1,Trdmt1,2.48E-02,1.00E-01,1.43E+00,1.43E+00,1.95E+02,1.37E+02,
Col6a6,Col6a6,2.48E-02,1.00E-01,4.66E-01,-2.14E+00,5.57E+01,1.19E+02,
Cacnb3,Cacnb3,2.48E-02,1.00E-01,1.62E+00,1.62E+00,6.97E+01,4.29E+01,
Cacul1,Cacul1,2.49E-02,1.00E-01,7.33E-01,-1.36E+00,1.89E+02,2.58E+02,
Mcm9,Mcm9,2.49E-02,1.00E-01,1.58E+00,1.58E+00,7.67E+01,4.84E+01,
Unc5b,Unc5b,2.50E-02,1.00E-01,1.39E+00,1.39E+00,5.78E+02,4.15E+02,
Tril,Tril,2.50E-02,1.00E-01,1.76E+00,1.76E+00,9.74E+01,5.54E+01,
Fam136a,Fam136a,2.50E-02,1.00E-01,7.87E-01,-1.27E+00,1.77E+03,2.25E+03,
Rcan2,Rcan2,2.50E-02,1.01E-01,8.30E-01,-1.21E+00,6.54E+03,7.88E+03,
Zfp667,Zfp667,2.50E-02,1.01E-01,6.57E-01,-1.52E+00,7.28E+01,1.11E+02,
Camsap1,Camsap1,2.50E-02,1.01E-01,7.67E-01,-1.30E+00,3.11E+02,4.06E+02,
Ptbp3,Ptbp3,2.51E-02,1.01E-01,1.36E+00,1.36E+00,4.46E+02,3.28E+02,
Cish,Cish,2.51E-02,1.01E-01,1.40E+00,1.40E+00,6.17E+03,4.41E+03,
Dpp9,Dpp9,2.51E-02,1.01E-01,8.32E-01,-1.20E+00,8.27E+02,9.94E+02,
Hbb-bs,Hbb-bs,2.52E-02,1.01E-01,2.19E-01,-4.57E+00,3.16E+04,1.44E+05,
Lmna,Lmna,2.52E-02,1.01E-01,1.27E+00,1.27E+00,4.18E+03,3.28E+03,
Ndn,Ndn,2.53E-02,1.02E-01,1.33E+00,1.33E+00,4.32E+02,3.24E+02,
Ndufa1,Ndufa1,2.53E-02,1.02E-01,7.89E-01,-1.27E+00,8.98E+03,1.14E+04,
Zfp207,Zfp207,2.54E-02,1.02E-01,1.14E+00,1.14E+00,2.36E+03,2.07E+03,
Pdgfc,Pdgfc,2.54E-02,1.02E-01,1.80E+00,1.80E+00,8.65E+01,4.82E+01,
Mcur1,Mcur1,2.54E-02,1.02E-01,8.35E-01,-1.20E+00,7.72E+02,9.24E+02,
M6pr,M6pr,2.54E-02,1.02E-01,1.18E+00,1.18E+00,1.98E+03,1.67E+03,
Asap1,Asap1,2.55E-02,1.02E-01,1.31E+00,1.31E+00,4.91E+02,3.74E+02,
Bloc1s2,Bloc1s2,2.55E-02,1.02E-01,7.87E-01,-1.27E+00,4.13E+02,5.25E+02,
Copa,Copa,2.56E-02,1.02E-01,1.21E+00,1.21E+00,3.58E+03,2.95E+03,
Tcf21,Tcf21,2.56E-02,1.02E-01,1.50E+00,1.50E+00,5.86E+02,3.91E+02,
Gm13394,Gm13394,2.56E-02,1.02E-01,2.01E+00,2.01E+00,5.70E+01,2.84E+01,
Tcaf1,Tcaf1,2.56E-02,1.02E-01,1.41E+00,1.41E+00,4.03E+02,2.87E+02,
Ocel1,Ocel1,2.56E-02,1.02E-01,6.29E-01,-1.59E+00,5.52E+01,8.77E+01,
D2hgdh,D2hgdh,2.56E-02,1.02E-01,7.82E-01,-1.28E+00,1.17E+03,1.49E+03,
Tomm40,Tomm40,2.56E-02,1.02E-01,5.94E-01,-1.68E+00,1.83E+02,3.08E+02,
C2cd5,C2cd5,2.56E-02,1.02E-01,7.68E-01,-1.30E+00,2.25E+02,2.93E+02,
Pxn,Pxn,2.57E-02,1.02E-01,1.37E+00,1.37E+00,6.33E+02,4.64E+02,
Rif1,Rif1,2.57E-02,1.03E-01,6.99E-01,-1.43E+00,2.32E+02,3.31E+02,
Kat2b,Kat2b,2.57E-02,1.03E-01,8.35E-01,-1.20E+00,4.33E+02,5.18E+02,
Irs2,Irs2,2.58E-02,1.03E-01,6.12E-01,-1.63E+00,9.72E+01,1.59E+02,
Pdk3,Pdk3,2.58E-02,1.03E-01,1.82E+00,1.82E+00,1.14E+02,6.28E+01,
Cep104,Cep104,2.58E-02,1.03E-01,7.82E-01,-1.28E+00,3.92E+02,5.01E+02,
Atp8a2,Atp8a2,2.59E-02,1.03E-01,6.55E-01,-1.53E+00,8.22E+01,1.25E+02,
Slc25a28,Slc25a28,2.59E-02,1.03E-01,6.99E-01,-1.43E+00,1.18E+02,1.69E+02,
Gm49083,Gm49083,2.59E-02,1.03E-01,6.49E-01,-1.54E+00,8.17E+01,1.26E+02,
Pcna,Pcna,2.59E-02,1.03E-01,1.26E+00,1.26E+00,7.71E+02,6.10E+02,
E2f8,E2f8,2.59E-02,1.03E-01,1.76E+00,1.76E+00,4.55E+01,2.58E+01,
Erlin1,Erlin1,2.59E-02,1.03E-01,1.33E+00,1.33E+00,2.05E+02,1.54E+02,
Gab3,Gab3,2.60E-02,1.03E-01,1.47E+00,1.47E+00,1.05E+02,7.11E+01,
Pcyt2,Pcyt2,2.60E-02,1.03E-01,8.01E-01,-1.25E+00,2.34E+03,2.93E+03,
Slc10a7,Slc10a7,2.60E-02,1.03E-01,1.44E+00,1.44E+00,1.29E+02,8.94E+01,
Dancr,Dancr,2.61E-02,1.04E-01,7.28E-01,-1.37E+00,1.02E+02,1.40E+02,
Nkx2-5,Nkx2-5,2.61E-02,1.04E-01,5.89E-01,-1.70E+00,6.51E+01,1.11E+02,
Unc45a,Unc45a,2.61E-02,1.04E-01,1.20E+00,1.20E+00,5.90E+02,4.91E+02,
Cast,Cast,2.62E-02,1.04E-01,1.19E+00,1.19E+00,3.66E+03,3.07E+03,
Nsf,Nsf,2.62E-02,1.04E-01,1.21E+00,1.21E+00,8.57E+02,7.09E+02,
Itga2b,Itga2b,2.62E-02,1.04E-01,3.67E-01,-2.73E+00,9.55E+01,2.60E+02,
Ppil3,Ppil3,2.62E-02,1.04E-01,7.99E-01,-1.25E+00,2.46E+02,3.08E+02,
Man2b1,Man2b1,2.62E-02,1.04E-01,1.23E+00,1.23E+00,1.15E+03,9.32E+02,
Dcaf11,Dcaf11,2.62E-02,1.04E-01,8.39E-01,-1.19E+00,4.91E+03,5.86E+03,
Qpctl,Qpctl,2.64E-02,1.05E-01,1.21E+00,1.21E+00,3.67E+02,3.03E+02,
Gm20390,Gm20390,2.64E-02,1.05E-01,1.21E+00,1.21E+00,9.63E+02,7.95E+02,
Sdha,Sdha,2.64E-02,1.05E-01,8.33E-01,-1.20E+00,4.65E+04,5.57E+04,
Ryr2,Ryr2,2.64E-02,1.05E-01,7.47E-01,-1.34E+00,6.50E+03,8.69E+03,
Aco1,Aco1,2.64E-02,1.05E-01,1.16E+00,1.16E+00,1.22E+03,1.05E+03,
Dguok,Dguok,2.65E-02,1.05E-01,8.13E-01,-1.23E+00,8.58E+02,1.06E+03,
Gm14760,Gm14760,2.65E-02,1.05E-01,1.43E+00,1.43E+00,2.33E+02,1.63E+02,
Pwwp2b,Pwwp2b,2.66E-02,1.05E-01,1.38E+00,1.38E+00,3.50E+02,2.54E+02,
Pdzrn4,Pdzrn4,2.66E-02,1.05E-01,1.58E+00,1.58E+00,9.97E+01,6.33E+01,
Gpsm3,Gpsm3,2.66E-02,1.05E-01,1.47E+00,1.47E+00,2.23E+02,1.52E+02,
Ipo5,Ipo5,2.66E-02,1.05E-01,8.73E-01,-1.15E+00,2.78E+03,3.19E+03,
Gtpbp3,Gtpbp3,2.66E-02,1.05E-01,7.37E-01,-1.36E+00,1.37E+02,1.85E+02,
Gm45062,Gm45062,2.67E-02,1.05E-01,7.37E-01,-1.36E+00,1.74E+02,2.36E+02,
Nop10,Nop10,2.67E-02,1.05E-01,8.12E-01,-1.23E+00,2.70E+03,3.33E+03,
Ap2m1-ps,Ap2m1-ps,2.67E-02,1.05E-01,1.24E+00,1.24E+00,3.28E+02,2.65E+02,
Map2k2,Map2k2,2.67E-02,1.05E-01,7.27E-01,-1.38E+00,3.48E+02,4.79E+02,
Tpm3-rs7,Tpm3-rs7,2.67E-02,1.05E-01,1.58E+00,1.58E+00,6.99E+01,4.41E+01,
Colgalt1,Colgalt1,2.68E-02,1.06E-01,1.30E+00,1.30E+00,6.69E+02,5.14E+02,
Mpp6,Mpp6,2.68E-02,1.06E-01,8.11E-01,-1.23E+00,2.66E+02,3.28E+02,
Virma,Virma,2.69E-02,1.06E-01,1.20E+00,1.20E+00,3.49E+02,2.91E+02,
Sema6d,Sema6d,2.70E-02,1.07E-01,1.35E+00,1.35E+00,4.52E+02,3.36E+02,
D3Ertd751e,D3Ertd751e,2.71E-02,1.07E-01,7.55E-01,-1.33E+00,4.48E+02,5.93E+02,
Nhsl1,Nhsl1,2.71E-02,1.07E-01,8.16E-01,-1.22E+00,2.61E+02,3.20E+02,
Chp1,Chp1,2.71E-02,1.07E-01,1.16E+00,1.16E+00,3.18E+03,2.74E+03,
Rcor2,Rcor2,2.71E-02,1.07E-01,6.04E-01,-1.66E+00,4.58E+01,7.59E+01,
Uqcc1,Uqcc1,2.71E-02,1.07E-01,7.89E-01,-1.27E+00,4.90E+03,6.20E+03,
Sgcg,Sgcg,2.72E-02,1.07E-01,8.35E-01,-1.20E+00,7.91E+03,9.47E+03,
Ifi35,Ifi35,2.72E-02,1.07E-01,1.20E+00,1.20E+00,9.86E+02,8.25E+02,
Gm5560,Gm5560,2.73E-02,1.07E-01,1.31E+00,1.31E+00,4.01E+02,3.07E+02,
Tmem258,Tmem258,2.73E-02,1.07E-01,7.75E-01,-1.29E+00,2.25E+03,2.91E+03,
Nfix,Nfix,2.73E-02,1.07E-01,6.99E-01,-1.43E+00,1.02E+03,1.45E+03,
Otud4,Otud4,2.73E-02,1.07E-01,7.48E-01,-1.34E+00,3.36E+02,4.49E+02,
Arhgap11a,Arhgap11a,2.73E-02,1.07E-01,1.97E+00,1.97E+00,5.93E+01,3.01E+01,
Ppp1r12a,Ppp1r12a,2.74E-02,1.08E-01,1.16E+00,1.16E+00,2.07E+03,1.78E+03,
Zfp523,Zfp523,2.74E-02,1.08E-01,7.60E-01,-1.32E+00,1.78E+02,2.35E+02,
Dennd3,Dennd3,2.74E-02,1.08E-01,1.39E+00,1.39E+00,2.07E+02,1.49E+02,
Usp42,Usp42,2.75E-02,1.08E-01,7.13E-01,-1.40E+00,1.04E+02,1.46E+02,
Mecr,Mecr,2.75E-02,1.08E-01,8.32E-01,-1.20E+00,7.58E+02,9.10E+02,
Arap3,Arap3,2.76E-02,1.08E-01,1.24E+00,1.24E+00,1.66E+03,1.34E+03,
Bicra,Bicra,2.76E-02,1.08E-01,6.32E-01,-1.58E+00,7.71E+01,1.22E+02,
Fbxw7,Fbxw7,2.77E-02,1.08E-01,8.57E-01,-1.17E+00,3.16E+03,3.68E+03,
Gopc,Gopc,2.77E-02,1.08E-01,1.34E+00,1.34E+00,2.05E+02,1.53E+02,
Grb2,Grb2,2.77E-02,1.09E-01,8.33E-01,-1.20E+00,1.37E+03,1.64E+03,
Supt3,Supt3,2.77E-02,1.09E-01,7.42E-01,-1.35E+00,2.54E+02,3.43E+02,
Ncln,Ncln,2.78E-02,1.09E-01,8.28E-01,-1.21E+00,1.37E+03,1.66E+03,
Gpx8,Gpx8,2.78E-02,1.09E-01,1.22E+00,1.22E+00,1.15E+03,9.41E+02,
Snhg18,Snhg18,2.79E-02,1.09E-01,1.38E+00,1.38E+00,3.97E+02,2.87E+02,
Pcsk7,Pcsk7,2.79E-02,1.09E-01,1.16E+00,1.16E+00,7.43E+02,6.38E+02,
Snca,Snca,2.79E-02,1.09E-01,2.75E-01,-3.63E+00,1.53E+02,5.57E+02,
Fam118a,Fam118a,2.79E-02,1.09E-01,1.27E+00,1.27E+00,2.42E+02,1.91E+02,
Meox2,Meox2,2.80E-02,1.09E-01,1.45E+00,1.45E+00,9.34E+02,6.45E+02,
BC037032,BC037032,2.81E-02,1.10E-01,6.95E-01,-1.44E+00,6.43E+01,9.24E+01,
Akr1e1,Akr1e1,2.81E-02,1.10E-01,8.25E-01,-1.21E+00,8.07E+02,9.78E+02,
Plekhn1,Plekhn1,2.81E-02,1.10E-01,6.34E-01,-1.58E+00,9.37E+01,1.48E+02,
Mtmr9,Mtmr9,2.82E-02,1.10E-01,1.36E+00,1.36E+00,1.49E+02,1.10E+02,
Evi5l,Evi5l,2.82E-02,1.10E-01,7.33E-01,-1.36E+00,1.90E+02,2.59E+02,
Rcc1l,Rcc1l,2.82E-02,1.10E-01,6.20E-01,-1.61E+00,8.47E+01,1.37E+02,
Ppp1r2,Ppp1r2,2.83E-02,1.10E-01,1.26E+00,1.26E+00,1.67E+03,1.33E+03,
Gmpr,Gmpr,2.83E-02,1.10E-01,8.03E-01,-1.24E+00,4.71E+03,5.87E+03,
Pdrg1,Pdrg1,2.83E-02,1.10E-01,8.08E-01,-1.24E+00,5.47E+03,6.77E+03,
Gm37314,Gm37314,2.83E-02,1.10E-01,5.22E-01,-1.92E+00,2.15E+01,4.12E+01,
Bphl,Bphl,2.83E-02,1.10E-01,7.79E-01,-1.28E+00,1.01E+03,1.29E+03,
Dixdc1,Dixdc1,2.83E-02,1.10E-01,6.73E-01,-1.49E+00,9.85E+01,1.46E+02,
Il27ra,Il27ra,2.84E-02,1.10E-01,1.58E+00,1.58E+00,1.46E+02,9.25E+01,
AL731706.1,AL731706.1,2.84E-02,1.10E-01,7.98E-01,-1.25E+00,1.46E+03,1.83E+03,
Usp45,Usp45,2.84E-02,1.10E-01,7.46E-01,-1.34E+00,8.82E+01,1.18E+02,
Fcgr3,Fcgr3,2.84E-02,1.10E-01,1.42E+00,1.42E+00,4.64E+02,3.28E+02,
Trim37,Trim37,2.84E-02,1.10E-01,1.28E+00,1.28E+00,1.95E+02,1.52E+02,
Tm9sf2,Tm9sf2,2.84E-02,1.10E-01,8.76E-01,-1.14E+00,1.73E+03,1.97E+03,
Rn7s1,Rn7s1,2.84E-02,1.11E-01,5.70E-01,-1.76E+00,8.23E+01,1.45E+02,
Pbx1,Pbx1,2.84E-02,1.11E-01,7.95E-01,-1.26E+00,7.83E+02,9.85E+02,
AU022252,AU022252,2.86E-02,1.11E-01,8.34E-01,-1.20E+00,4.38E+02,5.25E+02,
Pgam1-ps2,Pgam1-ps2,2.88E-02,1.12E-01,1.56E+00,1.56E+00,5.52E+01,3.54E+01,
Dpf3,Dpf3,2.88E-02,1.12E-01,8.00E-01,-1.25E+00,2.61E+02,3.26E+02,
Abhd17b,Abhd17b,2.88E-02,1.12E-01,1.55E+00,1.55E+00,7.24E+01,4.68E+01,
Cdk16,Cdk16,2.89E-02,1.12E-01,8.47E-01,-1.18E+00,9.59E+02,1.13E+03,
Serf1,Serf1,2.89E-02,1.12E-01,7.09E-01,-1.41E+00,1.00E+02,1.41E+02,
Hars2,Hars2,2.90E-02,1.13E-01,8.10E-01,-1.23E+00,5.40E+02,6.66E+02,
Srek1ip1,Srek1ip1,2.91E-02,1.13E-01,8.07E-01,-1.24E+00,4.71E+02,5.84E+02,
Bcl2l12,Bcl2l12,2.91E-02,1.13E-01,8.01E-01,-1.25E+00,2.91E+02,3.63E+02,
Slc38a9,Slc38a9,2.91E-02,1.13E-01,8.07E-01,-1.24E+00,4.00E+02,4.96E+02,
Aldh1b1,Aldh1b1,2.91E-02,1.13E-01,1.62E+00,1.62E+00,1.31E+03,8.05E+02,
Cacybp,Cacybp,2.92E-02,1.13E-01,7.67E-01,-1.30E+00,1.55E+03,2.03E+03,
Nkd2,Nkd2,2.92E-02,1.13E-01,1.63E+00,1.63E+00,1.06E+02,6.52E+01,
Fam49a,Fam49a,2.92E-02,1.13E-01,1.58E+00,1.58E+00,3.04E+02,1.92E+02,
Tmem201,Tmem201,2.92E-02,1.13E-01,7.64E-01,-1.31E+00,7.89E+02,1.03E+03,
Tyw3,Tyw3,2.92E-02,1.13E-01,7.19E-01,-1.39E+00,9.18E+01,1.28E+02,
Gm12537,Gm12537,2.92E-02,1.13E-01,2.93E+00,2.93E+00,2.92E+01,9.96E+00,
Msi2,Msi2,2.93E-02,1.13E-01,8.53E-01,-1.17E+00,1.25E+03,1.47E+03,
Jund,Jund,2.93E-02,1.13E-01,6.70E-01,-1.49E+00,1.64E+02,2.45E+02,
Cend1,Cend1,2.93E-02,1.13E-01,1.68E+00,1.68E+00,1.36E+02,8.11E+01,
A930037H05Rik,A930037H05Rik,2.93E-02,1.13E-01,6.44E-01,-1.55E+00,5.29E+01,8.21E+01,
Erg,Erg,2.93E-02,1.13E-01,1.39E+00,1.39E+00,1.44E+02,1.03E+02,
Mon1a,Mon1a,2.94E-02,1.13E-01,7.19E-01,-1.39E+00,1.96E+02,2.73E+02,
Stip1,Stip1,2.94E-02,1.13E-01,8.39E-01,-1.19E+00,2.38E+03,2.83E+03,
Tagln,Tagln,2.94E-02,1.13E-01,1.96E+00,1.96E+00,2.76E+03,1.41E+03,
Cenpq,Cenpq,2.94E-02,1.13E-01,1.28E+00,1.28E+00,2.64E+02,2.05E+02,
Nipa1,Nipa1,2.94E-02,1.14E-01,6.66E-01,-1.50E+00,4.91E+01,7.36E+01,
Slit3,Slit3,2.95E-02,1.14E-01,1.65E+00,1.65E+00,2.55E+02,1.54E+02,
Angptl6,Angptl6,2.95E-02,1.14E-01,6.94E-01,-1.44E+00,1.41E+02,2.02E+02,
Rgp1,Rgp1,2.95E-02,1.14E-01,7.51E-01,-1.33E+00,1.57E+02,2.08E+02,
Rras2,Rras2,2.95E-02,1.14E-01,7.87E-01,-1.27E+00,1.66E+02,2.11E+02,
Pnck,Pnck,2.96E-02,1.14E-01,8.02E-01,-1.25E+00,7.70E+02,9.60E+02,
Pck1,Pck1,2.96E-02,1.14E-01,7.33E+00,7.33E+00,1.94E+02,2.65E+01,
Wdr35,Wdr35,2.96E-02,1.14E-01,8.00E-01,-1.25E+00,3.63E+02,4.54E+02,
Lmtk2,Lmtk2,2.97E-02,1.14E-01,7.56E-01,-1.32E+00,2.43E+02,3.22E+02,
Tada2a,Tada2a,2.97E-02,1.14E-01,8.13E-01,-1.23E+00,2.41E+02,2.96E+02,
Hsph1,Hsph1,2.97E-02,1.14E-01,4.99E-01,-2.00E+00,3.54E+02,7.10E+02,
Luzp1,Luzp1,2.98E-02,1.14E-01,1.28E+00,1.28E+00,9.78E+02,7.65E+02,
Bag6,Bag6,2.98E-02,1.14E-01,7.78E-01,-1.29E+00,5.99E+02,7.70E+02,
Egr3,Egr3,2.98E-02,1.15E-01,3.80E-01,-2.63E+00,2.72E+01,7.15E+01,
Rad23b,Rad23b,2.98E-02,1.15E-01,8.15E-01,-1.23E+00,4.20E+02,5.15E+02,
Spats2,Spats2,2.98E-02,1.15E-01,1.41E+00,1.41E+00,1.75E+02,1.24E+02,
Prorp,Prorp,2.99E-02,1.15E-01,7.86E-01,-1.27E+00,1.98E+02,2.52E+02,
Pcdhb14,Pcdhb14,2.99E-02,1.15E-01,1.40E+00,1.40E+00,9.03E+01,6.47E+01,
Kbtbd3,Kbtbd3,3.00E-02,1.15E-01,7.40E-01,-1.35E+00,6.13E+02,8.29E+02,
Ptpro,Ptpro,3.00E-02,1.15E-01,6.27E-01,-1.60E+00,3.95E+01,6.30E+01,
Rarg,Rarg,3.00E-02,1.15E-01,7.25E-01,-1.38E+00,1.35E+02,1.86E+02,
Etfdh,Etfdh,3.00E-02,1.15E-01,7.97E-01,-1.26E+00,1.75E+04,2.19E+04,
Dnaja3,Dnaja3,3.01E-02,1.15E-01,7.96E-01,-1.26E+00,3.32E+03,4.17E+03,
Ap3m2,Ap3m2,3.01E-02,1.15E-01,1.32E+00,1.32E+00,1.83E+02,1.38E+02,
